job_id,title,description,created,company,region,soc_code,salary_min,salary_max,category,skills_required,source
ADZ-1002195,Senior Medical Doctor,"We are seeking a motivated Senior Medical Doctor to join our growing team in North West. The successful candidate will demonstrate proficiency in Clinical Diagnostics, Internal Medicine, Prescribing. We offer competitive salary and career progression.",2026-06-29,HCA Healthcare UK,North West,2211,87478,94009,Healthcare,Clinical Diagnostics;Internal Medicine;Prescribing,scraped_mock
ADZ-1002196,Radiographer,"We are seeking a motivated Radiographer to join our growing team in Scotland. The successful candidate will demonstrate proficiency in X-Ray, Laboratory Testing, Medical Imaging. We offer competitive salary and career progression.",2026-07-09,Spire Healthcare,Scotland,3211,43064,49252,Healthcare,X-Ray;Laboratory Testing;Medical Imaging,scraped_mock
ADZ-1002197,Lead Registrar - Acute Medicine,"We are seeking a motivated Lead Registrar - Acute Medicine to join our growing team in East of England. The successful candidate will demonstrate proficiency in Clinical Diagnostics, Internal Medicine, Medical Research. We offer competitive salary and career progression.",2026-04-20,Nuffield Health,East of England,2211,78708,84676,Healthcare,Clinical Diagnostics;Internal Medicine;Medical Research;Prescribing;Patient Care,scraped_mock
ADZ-1002198,Senior Cyber Security Analyst,"We are seeking a motivated Senior Cyber Security Analyst to join our growing team in London. The successful candidate will demonstrate proficiency in Kubernetes, Spark, Data Pipelines. We offer competitive salary and career progression.",2026-06-27,Sage Group,London,2139,116401,126734,Tech,Kubernetes;Spark;Data Pipelines;Linux;CI/CD;AWS,scraped_mock
ADZ-1002199,Clinical Pharmacist,"We are seeking a motivated Clinical Pharmacist to join our growing team in North West. The successful candidate will demonstrate proficiency in Clinical Pharmacy, Patient Counselling, Medicines Management. We offer competitive salary and career progression.",2026-04-30,Spire Healthcare,North West,2237,34615,36621,Healthcare,Clinical Pharmacy;Patient Counselling;Medicines Management;Prescription Auditing,scraped_mock
ADZ-1002200,Radiographer,"We are seeking a motivated Radiographer to join our growing team in East of England. The successful candidate will demonstrate proficiency in Medical Imaging, Pathology, X-Ray. We offer competitive salary and career progression.",2026-06-07,NHS Scotland,East of England,3211,30144,33043,Healthcare,Medical Imaging;Pathology;X-Ray;MRI;Laboratory Testing,scraped_mock
ADZ-1002201,Frontend Web Specialist,"We are seeking a motivated Frontend Web Specialist to join our growing team in Scotland. The successful candidate will demonstrate proficiency in UI/UX, Figma, HTML. We offer competitive salary and career progression.",2026-06-07,CGI UK,Scotland,2137,56271,63292,Tech,UI/UX;Figma;HTML;CSS;WordPress,scraped_mock
ADZ-1002202,Senior Solution Architect,"We are seeking a motivated Senior Solution Architect to join our growing team in East of England. The successful candidate will demonstrate proficiency in System Architecture, Jira, Requirements Gathering. We offer competitive salary and career progression.",2026-05-28,CGI UK,East of England,2135,91225,101490,Tech,System Architecture;Jira;Requirements Gathering;TOGAF;Agile;UML,scraped_mock
ADZ-1002203,Clinical Pharmacist,"We are seeking a motivated Clinical Pharmacist to join our growing team in Wales. The successful candidate will demonstrate proficiency in Prescription Auditing, Patient Counselling, Medicines Management. We offer competitive salary and career progression.",2026-05-26,Bupa UK,Wales,2237,35921,38789,Healthcare,Prescription Auditing;Patient Counselling;Medicines Management,scraped_mock
ADZ-1002204,Lead Renewable Energy Design Specialist,"We are seeking a motivated Lead Renewable Energy Design Specialist to join our growing team in Scotland. The successful candidate will demonstrate proficiency in Mechanical Design, CAD, Thermodynamics. We offer competitive salary and career progression.",2026-05-15,SSE Renewables,Scotland,2122,77046,83918,Green Energy,Mechanical Design;CAD;Thermodynamics;FEA;HVAC,scraped_mock
ADZ-1002205,Renewable Systems Designer,"We are seeking a motivated Renewable Systems Designer to join our growing team in London. The successful candidate will demonstrate proficiency in Battery Chemistry, SolidWorks, Product Design. We offer competitive salary and career progression.",2026-06-23,Babcock International,London,2126,61024,66151,Green Energy,Battery Chemistry;SolidWorks;Product Design;Prototyping;Renewable Design,scraped_mock
ADZ-1002206,Senior Product Development Engineer - Battery Storage,"We are seeking a motivated Senior Product Development Engineer - Battery Storage to join our growing team in Scotland. The successful candidate will demonstrate proficiency in Prototyping, Product Design, Renewable Design. We offer competitive salary and career progression.",2026-05-21,SSE Renewables,Scotland,2126,55720,59228,Green Energy,Prototyping;Product Design;Renewable Design,scraped_mock
ADZ-1002207,Mechanical Engineer - Wind Turbines,"We are seeking a motivated Mechanical Engineer - Wind Turbines to join our growing team in London. The successful candidate will demonstrate proficiency in Mechanical Design, Turbine Technology, Thermodynamics. We offer competitive salary and career progression.",2026-05-04,Vestas UK,London,2122,58483,66526,Green Energy,Mechanical Design;Turbine Technology;Thermodynamics;HVAC;FEA;CAD,scraped_mock
ADZ-1002208,IT Business Analyst,"We are seeking a motivated IT Business Analyst to join our growing team in Scotland. The successful candidate will demonstrate proficiency in System Architecture, Business Analysis, UML. We offer competitive salary and career progression.",2026-06-05,CGI UK,Scotland,2135,66913,73990,Tech,System Architecture;Business Analysis;UML;TOGAF;Jira;Requirements Gathering,scraped_mock
ADZ-1002209,Senior Network Administrator,"We are seeking a motivated Senior Network Administrator to join our growing team in West Midlands. The successful candidate will demonstrate proficiency in Active Directory, Office 365, Windows Server. We offer competitive salary and career progression.",2026-04-24,Arup Digital,West Midlands,3131,73514,78801,Tech,Active Directory;Office 365;Windows Server,scraped_mock
ADZ-1002210,Junior Medical Lab Technician,"We are seeking a motivated Junior Medical Lab Technician to join our growing team in South East. The successful candidate will demonstrate proficiency in Pathology, X-Ray, Laboratory Testing. We offer competitive salary and career progression.",2026-06-05,Barchester Healthcare,South East,3211,31651,33921,Healthcare,Pathology;X-Ray;Laboratory Testing;MRI;Medical Imaging,scraped_mock
ADZ-1002211,Principal Radiographer,"We are seeking a motivated Principal Radiographer to join our growing team in London. The successful candidate will demonstrate proficiency in X-Ray, Pathology, Laboratory Testing. We offer competitive salary and career progression.",2026-05-27,NHS Scotland,London,3211,53454,58365,Healthcare,X-Ray;Pathology;Laboratory Testing;MRI;Medical Imaging,scraped_mock
ADZ-1002212,Infrastructure Project Engineer,"We are seeking a motivated Infrastructure Project Engineer to join our growing team in East of England. The successful candidate will demonstrate proficiency in Project Management, CDM Regulations, Structural Analysis. We offer competitive salary and career progression.",2026-06-22,BP Alternative Energy,East of England,2121,36837,41196,Green Energy,Project Management;CDM Regulations;Structural Analysis;AutoCAD;Civil Engineering,scraped_mock
ADZ-1002213,IT Support Technician,"We are seeking a motivated IT Support Technician to join our growing team in North West. The successful candidate will demonstrate proficiency in Troubleshooting, Office 365, ITIL. We offer competitive salary and career progression.",2026-05-02,Sage Group,North West,3131,67728,73955,Tech,Troubleshooting;Office 365;ITIL;Windows Server,scraped_mock
ADZ-1002214,Care Auxiliary,"We are seeking a motivated Care Auxiliary to join our growing team in North West. The successful candidate will demonstrate proficiency in Infection Control, Personal Care, Compassionate Care. We offer competitive salary and career progression.",2026-05-28,NHS England,North West,6141,37292,40252,Healthcare,Infection Control;Personal Care;Compassionate Care,scraped_mock
ADZ-1002215,Senior Cardiac Physiologist,"We are seeking a motivated Senior Cardiac Physiologist to join our growing team in East of England. The successful candidate will demonstrate proficiency in Laboratory Testing, X-Ray, Pathology. We offer competitive salary and career progression.",2026-05-12,NHS England,East of England,3211,63622,70668,Healthcare,Laboratory Testing;X-Ray;Pathology;Medical Imaging;MRI,scraped_mock
ADZ-1002216,Lead Web Developer,"We are seeking a motivated Lead Web Developer to join our growing team in Wales. The successful candidate will demonstrate proficiency in Figma, CSS, Responsive Design. We offer competitive salary and career progression.",2026-05-19,BAE Systems,Wales,2137,85563,93943,Tech,Figma;CSS;Responsive Design;HTML,scraped_mock
ADZ-1002217,Junior Consultant Cardiologist,"We are seeking a motivated Junior Consultant Cardiologist to join our growing team in North West. The successful candidate will demonstrate proficiency in Medical Research, Prescribing, Internal Medicine. We offer competitive salary and career progression.",2026-04-26,Spire Healthcare,North West,2211,116316,124245,Healthcare,Medical Research;Prescribing;Internal Medicine;Patient Care;Clinical Diagnostics,scraped_mock
ADZ-1002218,Structural Engineer - Renewables,"We are seeking a motivated Structural Engineer - Renewables to join our growing team in North West. The successful candidate will demonstrate proficiency in CDM Regulations, AutoCAD, Project Management. We offer competitive salary and career progression.",2026-06-14,Orsted UK,North West,2121,36322,40673,Green Energy,CDM Regulations;AutoCAD;Project Management;Structural Analysis;Civil Engineering,scraped_mock
ADZ-1002219,Junior Renewable Systems Designer,"We are seeking a motivated Junior Renewable Systems Designer to join our growing team in West Midlands. The successful candidate will demonstrate proficiency in Battery Chemistry, SolidWorks, Product Design. We offer competitive salary and career progression.",2026-07-02,Orsted UK,West Midlands,2126,32700,36830,Green Energy,Battery Chemistry;SolidWorks;Product Design;Prototyping;Renewable Design,scraped_mock
ADZ-1002220,Senior Frontend Web Specialist,"We are seeking a motivated Senior Frontend Web Specialist to join our growing team in North West. The successful candidate will demonstrate proficiency in Web Content, HTML, CSS. We offer competitive salary and career progression.",2026-05-31,TechSpark UK,North West,2137,70564,74940,Tech,Web Content;HTML;CSS;Figma;WordPress,scraped_mock
ADZ-1002221,Junior Software Engineer,"We are seeking a motivated Junior Software Engineer to join our growing team in North West. The successful candidate will demonstrate proficiency in Docker, JavaScript, Git. We offer competitive salary and career progression.",2026-05-23,Arup Digital,North West,2136,33672,35143,Tech,Docker;JavaScript;Git;SQL,scraped_mock
ADZ-1002222,Python Developer,"We are seeking a motivated Python Developer to join our growing team in West Midlands. The successful candidate will demonstrate proficiency in Python, Git, React. We offer competitive salary and career progression.",2026-04-20,BAE Systems,West Midlands,2136,44538,49388,Tech,Python;Git;React;SQL,scraped_mock
ADZ-1002223,Senior Solar PV Installation Inspector,"We are seeking a motivated Senior Solar PV Installation Inspector to join our growing team in South West. The successful candidate will demonstrate proficiency in Safety Regulations, Wiring, Instrumentation. We offer competitive salary and career progression.",2026-06-30,Orsted UK,South West,3112,79569,89663,Green Energy,Safety Regulations;Wiring;Instrumentation;Maintenance,scraped_mock
ADZ-1002224,Senior IT Support Technician,"We are seeking a motivated Senior IT Support Technician to join our growing team in West Midlands. The successful candidate will demonstrate proficiency in ITIL, Windows Server, Office 365. We offer competitive salary and career progression.",2026-05-03,Ocado Technology,West Midlands,3131,96292,107290,Tech,ITIL;Windows Server;Office 365;Active Directory;Networking;Troubleshooting,scraped_mock
ADZ-1002225,Lead Electrical Engineer - Solar PV,"We are seeking a motivated Lead Electrical Engineer - Solar PV to join our growing team in South East. The successful candidate will demonstrate proficiency in MATLAB, Power Systems, HV Electrical. We offer competitive salary and career progression.",2026-05-17,Ecotricity,South East,2123,73568,80358,Green Energy,MATLAB;Power Systems;HV Electrical,scraped_mock
ADZ-1002226,Smart Grid Technician,"We are seeking a motivated Smart Grid Technician to join our growing team in Scotland. The successful candidate will demonstrate proficiency in Safety Regulations, Wiring, Instrumentation. We offer competitive salary and career progression.",2026-05-29,Orsted UK,Scotland,3112,45148,48178,Green Energy,Safety Regulations;Wiring;Instrumentation,scraped_mock
ADZ-1002227,Medical Doctor,"We are seeking a motivated Medical Doctor to join our growing team in West Midlands. The successful candidate will demonstrate proficiency in Medical Research, Internal Medicine, Prescribing. We offer competitive salary and career progression.",2026-05-28,Nuffield Health,West Midlands,2211,89530,97027,Healthcare,Medical Research;Internal Medicine;Prescribing,scraped_mock
ADZ-1002228,High Voltage Connections Engineer,"We are seeking a motivated High Voltage Connections Engineer to join our growing team in Wales. The successful candidate will demonstrate proficiency in PLC Programming, MATLAB, Grid Connections. We offer competitive salary and career progression.",2026-05-03,ScottishPower Renewables,Wales,2123,46073,49586,Green Energy,PLC Programming;MATLAB;Grid Connections;HV Electrical,scraped_mock
ADZ-1002229,Hydroelectric Plant Operator,"We are seeking a motivated Hydroelectric Plant Operator to join our growing team in Scotland. The successful candidate will demonstrate proficiency in SCADA, Equipment Maintenance, Health & Safety. We offer competitive salary and career progression.",2026-07-15,Babcock International,Scotland,8124,47594,51944,Green Energy,SCADA;Equipment Maintenance;Health & Safety,scraped_mock
ADZ-1002230,Renewable Energy Design Specialist,"We are seeking a motivated Renewable Energy Design Specialist to join our growing team in South West. The successful candidate will demonstrate proficiency in Mechanical Design, HVAC, Turbine Technology. We offer competitive salary and career progression.",2026-07-15,ScottishPower Renewables,South West,2122,53692,59807,Green Energy,Mechanical Design;HVAC;Turbine Technology;FEA;Thermodynamics,scraped_mock
ADZ-1002231,Medical Lab Technician,"We are seeking a motivated Medical Lab Technician to join our growing team in South East. The successful candidate will demonstrate proficiency in Laboratory Testing, Pathology, Medical Imaging. We offer competitive salary and career progression.",2026-06-27,HCA Healthcare UK,South East,3211,47250,50833,Healthcare,Laboratory Testing;Pathology;Medical Imaging;X-Ray;MRI,scraped_mock
ADZ-1002232,Senior Renewable Systems Designer,"We are seeking a motivated Senior Renewable Systems Designer to join our growing team in West Midlands. The successful candidate will demonstrate proficiency in Prototyping, Product Design, Battery Chemistry. We offer competitive salary and career progression.",2026-04-18,SSE Renewables,West Midlands,2126,67733,76277,Green Energy,Prototyping;Product Design;Battery Chemistry;Renewable Design;SolidWorks,scraped_mock
ADZ-1002233,Senior Information Security Officer,"We are seeking a motivated Senior Information Security Officer to join our growing team in Scotland. The successful candidate will demonstrate proficiency in AWS, Spark, Kubernetes. We offer competitive salary and career progression.",2026-04-29,Ocado Technology,Scotland,2139,93989,100316,Tech,AWS;Spark;Kubernetes;Cyber Security;Linux;Terraform,scraped_mock
ADZ-1002234,Senior Senior Ward Nurse,"We are seeking a motivated Senior Senior Ward Nurse to join our growing team in Wales. The successful candidate will demonstrate proficiency in Wound Care, Medication Administration, NMC Pin. We offer competitive salary and career progression.",2026-06-09,Nuffield Health,Wales,2231,74890,84317,Healthcare,Wound Care;Medication Administration;NMC Pin;Record Keeping,scraped_mock
ADZ-1002235,Junior Carbon Capture Engineer,"We are seeking a motivated Junior Carbon Capture Engineer to join our growing team in London. The successful candidate will demonstrate proficiency in Fluid Dynamics, Hydrogen Safety, Mass Balance. We offer competitive salary and career progression.",2026-04-27,Orsted UK,London,2125,45273,49887,Green Energy,Fluid Dynamics;Hydrogen Safety;Mass Balance,scraped_mock
ADZ-1002236,Junior UX/UI Web Developer,"We are seeking a motivated Junior UX/UI Web Developer to join our growing team in Wales. The successful candidate will demonstrate proficiency in Responsive Design, CSS, WordPress. We offer competitive salary and career progression.",2026-04-27,Ocado Technology,Wales,2137,47933,53610,Tech,Responsive Design;CSS;WordPress;Figma;UI/UX;Web Content,scraped_mock
ADZ-1002237,Helpdesk Engineer,"We are seeking a motivated Helpdesk Engineer to join our growing team in London. The successful candidate will demonstrate proficiency in Office 365, Active Directory, Networking. We offer competitive salary and career progression.",2026-06-21,BAE Systems,London,3131,93589,106148,Tech,Office 365;Active Directory;Networking;Troubleshooting;Windows Server,scraped_mock
ADZ-1002238,Senior Biomass Boiler Operator,"We are seeking a motivated Senior Biomass Boiler Operator to join our growing team in South East. The successful candidate will demonstrate proficiency in Boiler Control, Health & Safety, Plant Operations. We offer competitive salary and career progression.",2026-04-21,Octopus Energy,South East,8124,64730,69800,Green Energy,Boiler Control;Health & Safety;Plant Operations;Equipment Maintenance,scraped_mock
ADZ-1002239,Staff Nurse - ICU,"We are seeking a motivated Staff Nurse - ICU to join our growing team in East of England. The successful candidate will demonstrate proficiency in Record Keeping, CPR, NMC Pin. We offer competitive salary and career progression.",2026-07-10,Nuffield Health,East of England,2231,36113,41485,Healthcare,Record Keeping;CPR;NMC Pin;Medication Administration,scraped_mock
ADZ-1002240,Principal Backend Engineer,"We are seeking a motivated Principal Backend Engineer to join our growing team in Scotland. The successful candidate will demonstrate proficiency in Java, APIs, JavaScript. We offer competitive salary and career progression.",2026-06-07,Revolut,Scotland,2136,59848,63851,Tech,Java;APIs;JavaScript;Git;React;Node.js,scraped_mock
ADZ-1002241,Senior Consultant Cardiologist,"We are seeking a motivated Senior Consultant Cardiologist to join our growing team in South East. The successful candidate will demonstrate proficiency in Medical Research, Prescribing, Clinical Diagnostics. We offer competitive salary and career progression.",2026-06-10,HCA Healthcare UK,South East,2211,100547,113771,Healthcare,Medical Research;Prescribing;Clinical Diagnostics;Patient Care;Internal Medicine,scraped_mock
ADZ-1002242,Senior Energy Plant Operative,"We are seeking a motivated Senior Energy Plant Operative to join our growing team in West Midlands. The successful candidate will demonstrate proficiency in Equipment Maintenance, Plant Operations, Health & Safety. We offer competitive salary and career progression.",2026-06-11,ScottishPower Renewables,West Midlands,8124,78633,84919,Green Energy,Equipment Maintenance;Plant Operations;Health & Safety;SCADA;Boiler Control,scraped_mock
ADZ-1002243,Electrical Engineer - Solar PV,"We are seeking a motivated Electrical Engineer - Solar PV to join our growing team in East of England. The successful candidate will demonstrate proficiency in MATLAB, Grid Connections, HV Electrical. We offer competitive salary and career progression.",2026-05-18,Vestas UK,East of England,2123,51635,59329,Green Energy,MATLAB;Grid Connections;HV Electrical;PLC Programming;Power Systems,scraped_mock
ADZ-1002244,Web Developer,"We are seeking a motivated Web Developer to join our growing team in Scotland. The successful candidate will demonstrate proficiency in Web Content, Responsive Design, HTML. We offer competitive salary and career progression.",2026-07-05,BAE Systems,Scotland,2137,48620,55568,Tech,Web Content;Responsive Design;HTML;Figma;CSS;UI/UX,scraped_mock
ADZ-1002245,Carbon Capture Engineer,"We are seeking a motivated Carbon Capture Engineer to join our growing team in South East. The successful candidate will demonstrate proficiency in ASPEN, Fluid Dynamics, Hydrogen Safety. We offer competitive salary and career progression.",2026-05-03,Octopus Energy,South East,2125,64034,67628,Green Energy,ASPEN;Fluid Dynamics;Hydrogen Safety;Mass Balance,scraped_mock
ADZ-1002246,Senior Radiographer,"We are seeking a motivated Senior Radiographer to join our growing team in North West. The successful candidate will demonstrate proficiency in Laboratory Testing, Medical Imaging, Pathology. We offer competitive salary and career progression.",2026-05-20,NHS England,North West,3211,77037,85029,Healthcare,Laboratory Testing;Medical Imaging;Pathology,scraped_mock
ADZ-1002247,Medical Lab Technician,"We are seeking a motivated Medical Lab Technician to join our growing team in Wales. The successful candidate will demonstrate proficiency in Pathology, Laboratory Testing, X-Ray. We offer competitive salary and career progression.",2026-05-28,HCA Healthcare UK,Wales,3211,43615,47727,Healthcare,Pathology;Laboratory Testing;X-Ray;MRI;Medical Imaging,scraped_mock
ADZ-1002248,Cardiac Physiologist,"We are seeking a motivated Cardiac Physiologist to join our growing team in Wales. The successful candidate will demonstrate proficiency in Medical Imaging, MRI, Laboratory Testing. We offer competitive salary and career progression.",2026-05-31,Barchester Healthcare,Wales,3211,43254,45639,Healthcare,Medical Imaging;MRI;Laboratory Testing;X-Ray;Pathology,scraped_mock
ADZ-1002249,Solar PV Installation Inspector,"We are seeking a motivated Solar PV Installation Inspector to join our growing team in North West. The successful candidate will demonstrate proficiency in Safety Regulations, Instrumentation, Maintenance. We offer competitive salary and career progression.",2026-06-07,Vestas UK,North West,3112,49877,53426,Green Energy,Safety Regulations;Instrumentation;Maintenance,scraped_mock
ADZ-1002250,Senior Web Developer,"We are seeking a motivated Senior Web Developer to join our growing team in Scotland. The successful candidate will demonstrate proficiency in WordPress, HTML, UI/UX. We offer competitive salary and career progression.",2026-05-18,TechSpark UK,Scotland,2137,76233,82827,Tech,WordPress;HTML;UI/UX;CSS;Web Content;Responsive Design,scraped_mock
ADZ-1002251,Structural Engineer - Renewables,"We are seeking a motivated Structural Engineer - Renewables to join our growing team in London. The successful candidate will demonstrate proficiency in Project Management, Civil Engineering, AutoCAD. We offer competitive salary and career progression.",2026-05-16,Orsted UK,London,2121,60049,66784,Green Energy,Project Management;Civil Engineering;AutoCAD;CDM Regulations,scraped_mock
ADZ-1002252,Pharmacist,"We are seeking a motivated Pharmacist to join our growing team in West Midlands. The successful candidate will demonstrate proficiency in Prescription Auditing, Patient Counselling, Medicines Management. We offer competitive salary and career progression.",2026-07-15,Barchester Healthcare,West Midlands,2237,45374,49590,Healthcare,Prescription Auditing;Patient Counselling;Medicines Management;Clinical Pharmacy,scraped_mock
ADZ-1002253,Principal Systems Designer,"We are seeking a motivated Principal Systems Designer to join our growing team in East of England. The successful candidate will demonstrate proficiency in Business Analysis, Jira, Agile. We offer competitive salary and career progression.",2026-04-25,TechSpark UK,East of England,2135,45188,49283,Tech,Business Analysis;Jira;Agile;UML;System Architecture;TOGAF,scraped_mock
ADZ-1002254,Lead Clinical Pharmacist,"We are seeking a motivated Lead Clinical Pharmacist to join our growing team in Scotland. The successful candidate will demonstrate proficiency in Prescription Auditing, Patient Counselling, Medicines Management. We offer competitive salary and career progression.",2026-04-18,Barchester Healthcare,Scotland,2237,86824,96502,Healthcare,Prescription Auditing;Patient Counselling;Medicines Management;Clinical Pharmacy,scraped_mock
ADZ-1002255,Junior Product Development Engineer - Battery Storage,"We are seeking a motivated Junior Product Development Engineer - Battery Storage to join our growing team in Scotland. The successful candidate will demonstrate proficiency in Product Design, Battery Chemistry, SolidWorks. We offer competitive salary and career progression.",2026-04-21,Octopus Energy,Scotland,2126,32245,35746,Green Energy,Product Design;Battery Chemistry;SolidWorks;Prototyping;Renewable Design,scraped_mock
ADZ-1002256,Junior Full Stack Developer,"We are seeking a motivated Junior Full Stack Developer to join our growing team in West Midlands. The successful candidate will demonstrate proficiency in JavaScript, SQL, Docker. We offer competitive salary and career progression.",2026-05-11,Sage Group,West Midlands,2136,33915,36557,Tech,JavaScript;SQL;Docker;APIs;Git;Python,scraped_mock
ADZ-1002257,Mechanical Engineer - Wind Turbines,"We are seeking a motivated Mechanical Engineer - Wind Turbines to join our growing team in Scotland. The successful candidate will demonstrate proficiency in CAD, Thermodynamics, Turbine Technology. We offer competitive salary and career progression.",2026-05-30,Babcock International,Scotland,2122,44535,49131,Green Energy,CAD;Thermodynamics;Turbine Technology;HVAC;FEA;Mechanical Design,scraped_mock
ADZ-1002258,Principal High Voltage Connections Engineer,"We are seeking a motivated Principal High Voltage Connections Engineer to join our growing team in West Midlands. The successful candidate will demonstrate proficiency in Power Systems, Grid Connections, PLC Programming. We offer competitive salary and career progression.",2026-06-13,Ecotricity,West Midlands,2123,43835,47125,Green Energy,Power Systems;Grid Connections;PLC Programming;HV Electrical,scraped_mock
ADZ-1002259,Lead Consultant Cardiologist,"We are seeking a motivated Lead Consultant Cardiologist to join our growing team in South East. The successful candidate will demonstrate proficiency in Internal Medicine, Medical Research, Clinical Diagnostics. We offer competitive salary and career progression.",2026-07-12,Bupa UK,South East,2211,83344,89472,Healthcare,Internal Medicine;Medical Research;Clinical Diagnostics;Patient Care;Prescribing,scraped_mock
ADZ-1002260,Chemical Engineer - Hydrogen Production,"We are seeking a motivated Chemical Engineer - Hydrogen Production to join our growing team in South East. The successful candidate will demonstrate proficiency in ASPEN, Fluid Dynamics, Hydrogen Safety. We offer competitive salary and career progression.",2026-06-13,BP Alternative Energy,South East,2125,64350,72498,Green Energy,ASPEN;Fluid Dynamics;Hydrogen Safety;Chemical Process,scraped_mock
ADZ-1002261,Junior Staff Nurse - ICU,"We are seeking a motivated Junior Staff Nurse - ICU to join our growing team in Wales. The successful candidate will demonstrate proficiency in Medication Administration, NMC Pin, Patient Assessment. We offer competitive salary and career progression.",2026-04-26,Barchester Healthcare,Wales,2231,25194,27891,Healthcare,Medication Administration;NMC Pin;Patient Assessment;Wound Care;CPR;Record Keeping,scraped_mock
ADZ-1002262,Principal Frontend Developer,"We are seeking a motivated Principal Frontend Developer to join our growing team in West Midlands. The successful candidate will demonstrate proficiency in Git, JavaScript, SQL. We offer competitive salary and career progression.",2026-06-22,TechSpark UK,West Midlands,2136,56705,61525,Tech,Git;JavaScript;SQL;Python;Node.js,scraped_mock
ADZ-1002263,Junior Medical Doctor,"We are seeking a motivated Junior Medical Doctor to join our growing team in South East. The successful candidate will demonstrate proficiency in Clinical Diagnostics, Patient Care, Internal Medicine. We offer competitive salary and career progression.",2026-05-26,Barchester Healthcare,South East,2211,128648,142223,Healthcare,Clinical Diagnostics;Patient Care;Internal Medicine,scraped_mock
ADZ-1002264,Bioenergy Process Engineer,"We are seeking a motivated Bioenergy Process Engineer to join our growing team in East of England. The successful candidate will demonstrate proficiency in ASPEN, Hydrogen Safety, Mass Balance. We offer competitive salary and career progression.",2026-06-02,ScottishPower Renewables,East of England,2125,42815,47698,Green Energy,ASPEN;Hydrogen Safety;Mass Balance;Chemical Process;Fluid Dynamics,scraped_mock
ADZ-1002265,Junior Care Auxiliary,"We are seeking a motivated Junior Care Auxiliary to join our growing team in Scotland. The successful candidate will demonstrate proficiency in Infection Control, Personal Care, Vital Signs. We offer competitive salary and career progression.",2026-05-04,Barchester Healthcare,Scotland,6141,24555,27300,Healthcare,Infection Control;Personal Care;Vital Signs,scraped_mock
ADZ-1002266,Junior Chemical Engineer - Hydrogen Production,"We are seeking a motivated Junior Chemical Engineer - Hydrogen Production to join our growing team in Wales. The successful candidate will demonstrate proficiency in Chemical Process, Hydrogen Safety, Mass Balance. We offer competitive salary and career progression.",2026-05-13,BP Alternative Energy,Wales,2125,31037,34683,Green Energy,Chemical Process;Hydrogen Safety;Mass Balance;ASPEN;Fluid Dynamics,scraped_mock
ADZ-1002267,Senior Registrar - Acute Medicine,"We are seeking a motivated Senior Registrar - Acute Medicine to join our growing team in Wales. The successful candidate will demonstrate proficiency in Clinical Diagnostics, Internal Medicine, Medical Research. We offer competitive salary and career progression.",2026-05-16,Spire Healthcare,Wales,2211,51491,59236,Healthcare,Clinical Diagnostics;Internal Medicine;Medical Research;Patient Care,scraped_mock
ADZ-1002268,Junior Pharmacy Manager,"We are seeking a motivated Junior Pharmacy Manager to join our growing team in North West. The successful candidate will demonstrate proficiency in Patient Counselling, Medicines Management, Prescription Auditing. We offer competitive salary and career progression.",2026-06-03,Spire Healthcare,North West,2237,24783,27774,Healthcare,Patient Counselling;Medicines Management;Prescription Auditing;Clinical Pharmacy,scraped_mock
ADZ-1002269,Cyber Security Analyst,"We are seeking a motivated Cyber Security Analyst to join our growing team in Wales. The successful candidate will demonstrate proficiency in AWS, Cyber Security, CI/CD. We offer competitive salary and career progression.",2026-06-02,Deliveroo,Wales,2139,51472,55557,Tech,AWS;Cyber Security;CI/CD;Data Pipelines;Kubernetes;Spark,scraped_mock
ADZ-1002270,Senior Clinical Pharmacist,"We are seeking a motivated Senior Clinical Pharmacist to join our growing team in South West. The successful candidate will demonstrate proficiency in Medicines Management, Clinical Pharmacy, Patient Counselling. We offer competitive salary and career progression.",2026-05-09,NHS England,South West,2237,84259,90596,Healthcare,Medicines Management;Clinical Pharmacy;Patient Counselling;Prescription Auditing,scraped_mock
ADZ-1002271,Solution Architect,"We are seeking a motivated Solution Architect to join our growing team in South East. The successful candidate will demonstrate proficiency in Business Analysis, TOGAF, UML. We offer competitive salary and career progression.",2026-04-18,Ocado Technology,South East,2135,83479,94381,Tech,Business Analysis;TOGAF;UML,scraped_mock
ADZ-1002272,Energy Plant Operative,"We are seeking a motivated Energy Plant Operative to join our growing team in Scotland. The successful candidate will demonstrate proficiency in SCADA, Equipment Maintenance, Boiler Control. We offer competitive salary and career progression.",2026-04-22,Octopus Energy,Scotland,8124,52247,57955,Green Energy,SCADA;Equipment Maintenance;Boiler Control,scraped_mock
ADZ-1002273,Senior Cardiac Physiologist,"We are seeking a motivated Senior Cardiac Physiologist to join our growing team in Wales. The successful candidate will demonstrate proficiency in X-Ray, Laboratory Testing, Medical Imaging. We offer competitive salary and career progression.",2026-04-22,NHS England,Wales,3211,82519,92119,Healthcare,X-Ray;Laboratory Testing;Medical Imaging,scraped_mock
ADZ-1002274,Junior Cardiac Physiologist,"We are seeking a motivated Junior Cardiac Physiologist to join our growing team in South East. The successful candidate will demonstrate proficiency in X-Ray, Laboratory Testing, Medical Imaging. We offer competitive salary and career progression.",2026-07-01,NHS England,South East,3211,30136,33643,Healthcare,X-Ray;Laboratory Testing;Medical Imaging;MRI;Pathology,scraped_mock
